rule_index,direction,offset,multiplier,intercept,centered_score,matches,incorrect,matrix_total
1245,1,6,11,21,-2828,29963,657413,482236
1246,1,6,11,22,796,26100,661276,416804
1247,1,6,11,23,1580,32462,654914,517812
1248,1,6,13,0,-2042,26520,660856,426362
1249,1,6,13,1,1719,32189,655187,513305
1250,1,6,13,2,2681,27269,660107,433623
1251,1,6,13,3,-6904,27843,659533,452392
1252,1,6,13,4,-2158,25510,661866,410318
1253,1,6,13,5,1973,33279,654097,530491
1254,1,6,13,6,-565,25587,661789,409957
1255,1,6,13,7,-2540,29167,658209,469212
1256,1,6,13,8,998,26883,660493,429130
1257,1,6,13,9,-1261,32177,655199,516093
1258,1,6,13,10,863,26972,660404,430689
1259,1,6,13,11,-4057,27621,659755,445993
1260,1,6,13,12,2014,26680,660696,424866
1261,1,6,13,13,1511,30498,656878,486457
1262,1,6,13,14,-2505,26898,660478,432873
1263,1,6,13,15,-37,31707,655669,507349
1264,1,6,13,16,819,25268,662108,403469
1265,1,6,13,17,3208,30666,656710,487448
1266,1,6,13,18,1891,28961,658415,461485
1267,1,6,13,19,2818,30052,657324,478014
1268,1,6,13,20,685,26233,661143,419043
1269,1,6,13,21,-106,30627,656749,490138
1270,1,6,13,22,587,28038,659338,448021
1271,1,6,13,23,408,30731,656645,491288
1272,1,6,17,0,-157,26415,660961,422797
1273,1,6,17,1,-5094,29729,657647,480758
1274,1,6,17,2,-3956,26447,660929,427108
1275,1,6,17,3,739,28183,659193,450189
1276,1,6,17,4,3868,26348,661028,417700
1277,1,6,17,5,4743,32149,655227,509641
1278,1,6,17,6,3115,29563,657813,469893
1279,1,6,17,7,-2378,29162,658214,468970
1280,1,6,17,8,-1470,24715,662661,396910
1281,1,6,17,9,2582,31864,655512,507242
1282,1,6,17,10,278,26433,660943,422650
1283,1,6,17,11,-2700,30349,657027,488284
1284,1,6,17,12,-1036,25744,661632,412940
1285,1,6,17,13,1158,32244,655132,514746
1286,1,6,17,14,-594,27090,660286,434034
1287,1,6,17,15,-4276,31045,656331,500996
1288,1,6,17,16,-469,25498,661878,408437
1289,1,6,17,17,3201,31911,655465,507375
1290,1,6,17,18,5400,26352,661024,416232
1291,1,6,17,19,-1641,29566,657810,474697
1292,1,6,17,20,-420,28374,659002,454404
1293,1,6,17,21,454,31539,655837,504170
1294,1,6,17,22,-1291,27840,659536,446731
1295,1,6,17,23,-56,28816,658560,461112
1296,1,6,19,0,278,25901,661475,414138
1297,1,6,19,1,-740,30014,657362,480964
1298,1,6,19,2,2661,29929,657447,476203
1299,1,6,19,3,-1094,30380,656996,487174
1300,1,6,19,4,-470,24561,662815,393446
1301,1,6,19,5,626,29409,657967,469918
1302,1,6,19,6,-578,27033,660343,433106
1303,1,6,19,7,3014,29695,657681,472106
1304,1,6,19,8,1531,26140,661236,416709
1305,1,6,19,9,-3798,28990,658386,467638
1306,1,6,19,10,-726,27514,659862,440950
1307,1,6,19,11,-2555,31141,656235,500811
1308,1,6,19,12,1104,26256,661120,418992
1309,1,6,19,13,-2739,30426,656950,489555
1310,1,6,19,14,-509,25760,661616,412669
1311,1,6,19,15,-1119,32217,655159,516591
1312,1,6,19,16,689,26403,660973,421759
1313,1,6,19,17,400,30240,657136,483440
1314,1,6,19,18,494,28558,658818,456434
1315,1,6,19,19,3973,31771,655605,504363
1316,1,6,19,20,-1824,25454,661922,409088
1317,1,6,19,21,-2297,30767,656609,494569
1318,1,6,19,22,618,27310,660066,436342
1319,1,6,19,23,3061,31507,655869,501051
1320,1,6,23,0,2133,26983,660393,429595
1321,1,6,23,1,-3424,30325,657051,488624
1322,1,6,23,2,-4165,26837,660539,433557
1323,1,6,23,3,2146,30434,656942,484798
1324,1,6,23,4,-70,26974,660402,431654
1325,1,6,23,5,1933,31933,655443,508995
1326,1,6,23,6,508,28309,659067,452436
1327,1,6,23,7,-4731,28965,658411,468171
1328,1,6,23,8,-1760,24354,663022,391424
1329,1,6,23,9,-2806,30186,657190,485782
1330,1,6,23,10,429,27317,660059,436643
1331,1,6,23,11,412,33601,653775,537204
1332,1,6,23,12,597,24578,662798,392651
1333,1,6,23,13,-2343,29350,658026,471943
1334,1,6,23,14,271,28380,658996,453809
1335,1,6,23,15,1526,31596,655780,504010
1336,1,6,23,16,1194,24771,662605,395142
1337,1,6,23,17,-541,27637,659739,442733
1338,1,6,23,18,4084,28204,659172,447180
1339,1,6,23,19,2543,32061,655315,510433
1340,1,6,23,20,-786,27055,660321,433666
1341,1,6,23,21,-1367,30415,656961,488007
1342,1,6,23,22,833,27057,660319,432079
1343,1,6,23,23,3384,30054,657322,477480
1344,1,7,1,0,611,25292,662084,404061
1345,1,7,1,1,-1765,30693,656683,492853
1346,1,7,1,2,-4096,25945,661431,419216
1347,1,7,1,3,-1210,31472,655904,504762
1348,1,7,1,4,1000,25840,661536,412440
1349,1,7,1,5,2718,31180,656196,496162
1350,1,7,1,6,-5376,26793,660583,434064
1351,1,7,1,7,796,31404,655972,501668
1352,1,7,1,8,-1411,26353,661023,423059
1353,1,7,1,9,-2981,29868,657508,480869
1354,1,7,1,10,2022,25713,661663,409386
1355,1,7,1,11,5630,29356,658020,464066
1356,1,7,1,12,-4186,27738,659638,447994
1357,1,7,1,13,31,31647,655729,506321
1358,1,7,1,14,-882,27952,659424,448114
1359,1,7,1,15,1073,28482,658894,454639
1360,1,7,1,16,2797,25319,662057,402307
1361,1,7,1,17,616,32732,654644,523096
1362,1,7,1,18,-3944,26945,660431,435064
1363,1,7,1,19,1804,27813,659563,443204
1364,1,7,1,20,1651,26740,660636,426189
1365,1,7,1,21,1324,32833,654543,524004
1366,1,7,1,22,4240,29543,657833,468448
1367,1,7,1,23,-462,29723,657653,476030
1368,1,7,5,0,-256,25991,661385,416112
1369,1,7,5,1,76,31480,655896,503604
1370,1,7,5,2,-987,27397,659979,439339
1371,1,7,5,3,5060,29653,657723,469388
1372,1,7,5,4,1827,25763,661613,410381
1373,1,7,5,5,416,31801,655575,508400
1374,1,7,5,6,-1017,28856,658520,462713
1375,1,7,5,7,1258,30804,656572,491606
1376,1,7,5,8,596,26743,660633,427292
1377,1,7,5,9,1239,31708,655668,506089
1378,1,7,5,10,-5307,28521,658855,461643
1379,1,7,5,11,1278,28480,658896,454402
1380,1,7,5,12,523,26390,660986,421717
1381,1,7,5,13,-2566,30606,656770,492262
1382,1,7,5,14,164,26249,661127,419820
1383,1,7,5,15,-698,30143,657233,482986
1384,1,7,5,16,-3258,25882,661494,417370
1385,1,7,5,17,3265,31902,655474,507167
1386,1,7,5,18,-2672,26210,661166,422032
1387,1,7,5,19,-1051,28237,659139,452843
1388,1,7,5,20,1030,26513,660863,423178
1389,1,7,5,21,-2487,31456,655920,505783
1390,1,7,5,22,1783,25658,661718,408745
1391,1,7,5,23,1784,30933,656443,493144
1392,1,7,7,0,-3884,23433,663943,378812
1393,1,7,7,1,-906,30132,657244,483018
1394,1,7,7,2,-1702,27448,659928,440870
1395,1,7,7,3,906,33125,654251,529094
1396,1,7,7,4,1289,24651,662725,393127
1397,1,7,7,5,3202,30800,656576,489598
1398,1,7,7,6,-3870,27880,659496,449950
1399,1,7,7,7,-2915,30108,657268,484643
1400,1,7,7,8,1011,26013,661363,415197
1401,1,7,7,9,339,29106,658270,465357
1402,1,7,7,10,3994,27643,659733,438294
1403,1,7,7,11,4363,32182,655194,510549
1404,1,7,7,12,-4981,28003,659373,453029
1405,1,7,7,13,692,30372,657004,485260
1406,1,7,7,14,-3565,27913,659463,450173
1407,1,7,7,15,-2862,29335,658041,472222
1408,1,7,7,16,4832,26717,660659,422640
1409,1,7,7,17,2380,29308,658068,466548
1410,1,7,7,18,-160,27452,659924,439392
1411,1,7,7,19,3995,30945,656431,491125
1412,1,7,7,20,-482,25616,661760,410338
1413,1,7,7,21,-177,31089,656287,497601
1414,1,7,7,22,-56,27404,659972,438520
1415,1,7,7,23,-1443,30701,656675,492659
1416,1,7,11,0,-2031,26729,660647,429695
1417,1,7,11,1,2204,28765,658611,458036
1418,1,7,11,2,-960,28338,659038,454368
1419,1,7,11,3,3830,32905,654471,522650
1420,1,7,11,4,-1615,26017,661359,417887
1421,1,7,11,5,3646,29453,657923,467602
1422,1,7,11,6,-2969,26937,660439,433961
1423,1,7,11,7,-1599,31428,655948,504447
1424,1,7,11,8,-629,25801,661575,413445
1425,1,7,11,9,-561,30773,656603,492929
1426,1,7,11,10,1353,28464,658912,454071
1427,1,7,11,11,-2506,30825,656551,495706
1428,1,7,11,12,1524,24666,662710,393132
1429,1,7,11,13,828,31547,655829,503924
1430,1,7,11,14,-593,26937,660439,431585
1431,1,7,11,15,1451,29264,658112,466773
1432,1,7,11,16,-2449,25394,661982,408753
1433,1,7,11,17,1019,30251,657125,482997
1434,1,7,11,18,54,29115,658261,465786
1435,1,7,11,19,-3716,29387,657989,473908
1436,1,7,11,20,2985,25826,661550,410231
1437,1,7,11,21,-1606,30018,657358,481894
1438,1,7,11,22,-2244,25949,661427,417428
1439,1,7,11,23,4584,32587,654789,516808
1440,1,7,13,0,-3282,26445,660931,426402
1441,1,7,13,1,3819,32277,655099,512613
1442,1,7,13,2,-4040,26904,660472,434504
1443,1,7,13,3,1932,28408,658968,452596
1444,1,7,13,4,485,25698,661678,410683
1445,1,7,13,5,2087,33335,654041,531273
1446,1,7,13,6,-4349,25420,661956,411069
1447,1,7,13,7,610,29260,658116,467550
1448,1,7,13,8,-2948,26710,660666,430308
1449,1,7,13,9,-486,32236,655140,516262
1450,1,7,13,10,45,26906,660470,430451
1451,1,7,13,11,1365,28005,659371,446715
1452,1,7,13,12,-293,26585,660791,425653
1453,1,7,13,13,-5553,30063,657313,486561
1454,1,7,13,14,-938,26993,660383,432826
1455,1,7,13,15,-2069,31546,655830,506805
1456,1,7,13,16,3312,25461,661915,404064
1457,1,7,13,17,1247,30577,656799,487985
1458,1,7,13,18,-4971,28318,659058,458059
1459,1,7,13,19,1990,29957,657419,477322
1460,1,7,13,20,3188,26383,660993,418940
1461,1,7,13,21,-1171,30465,656911,488611
1462,1,7,13,22,6217,28350,659026,447383
1463,1,7,13,23,3803,31074,656302,493381
1464,1,7,17,0,2915,26712,660664,424477
1465,1,7,17,1,-994,30060,657316,481954
1466,1,7,17,2,-1056,26526,660850,425472
1467,1,7,17,3,2168,28234,659142,449576
1468,1,7,17,4,-1860,26072,661304,419012
1469,1,7,17,5,2635,31976,655400,508981
1470,1,7,17,6,-1518,29259,658117,469662
1471,1,7,17,7,-1556,29256,658120,469652
1472,1,7,17,8,-1347,24679,662697,396211
1473,1,7,17,9,-4182,31506,655870,508278
1474,1,7,17,10,-2791,26270,661106,423111
1475,1,7,17,11,2293,30622,656754,487659
1476,1,7,17,12,-2648,25669,661707,413352
1477,1,7,17,13,-1496,32026,655350,513912
1478,1,7,17,14,233,27120,660256,433687
1479,1,7,17,15,2194,31562,655814,502798
1480,1,7,17,16,429,25573,661803,408739
1481,1,7,17,17,1046,31727,655649,506586
1482,1,7,17,18,-2171,25807,661569,415083
1483,1,7,17,19,1763,29785,657591,474797
1484,1,7,17,20,2973,28577,658799,454259
1485,1,7,17,21,2934,31658,655718,503594
1486,1,7,17,22,-733,27909,659467,447277
1487,1,7,17,23,769,28791,658585,459887
1488,1,7,19,0,-7869,25358,662018,413597
1489,1,7,19,1,-2148,29888,657488,480356
1490,1,7,19,2,-2521,29655,657721,477001
1491,1,7,19,3,-1457,30293,657083,486145
1492,1,7,19,4,3772,24880,662496,394308
1493,1,7,19,5,331,29451,657925,470885
1494,1,7,19,6,-2397,26903,660473,432845
1495,1,7,19,7,153,29460,657916,471207
1496,1,7,19,8,411,26078,661298,416837
1497,1,7,19,9,-441,29244,658132,468345
1498,1,7,19,10,4601,27833,659543,440727
1499,1,7,19,11,-1862,31231,656145,501558
1500,1,7,19,12,-996,26078,661298,418244
1501,1,7,19,13,1934,30616,656760,487922
1502,1,7,19,14,-2746,25706,661670,414042
1503,1,7,19,15,-499,32167,655209,515171
1504,1,7,19,16,2349,26488,660888,421459
1505,1,7,19,17,5251,30657,656719,485261
1506,1,7,19,18,-1633,28429,658947,456497
1507,1,7,19,19,927,31593,655783,504561
1508,1,7,19,20,118,25551,661825,408698
1509,1,7,19,21,603,30951,656425,494613
1510,1,7,19,22,-663,27214,660162,436087
1511,1,7,19,23,4782,31652,655724,501650
1512,1,7,23,0,618,26902,660474,429814
1513,1,7,23,1,-1508,30363,657013,487316
1514,1,7,23,2,473,27064,660312,432551
1515,1,7,23,3,5735,30635,656741,484425
1516,1,7,23,4,-4299,26656,660720,430795
1517,1,7,23,5,2177,31933,655443,508751
1518,1,7,23,6,-1640,28194,659182,452744
1519,1,7,23,7,-4449,28984,658392,468193
1520,1,7,23,8,1106,24506,662870,390990
1521,1,7,23,9,833,30412,656964,485759
1522,1,7,23,10,2934,27621,659755,439002
1523,1,7,23,11,4395,33786,653590,536181
1524,1,7,23,12,-1125,24493,662883,393013
1525,1,7,23,13,4540,29949,657427,474644
1526,1,7,23,14,-2026,28211,659165,453402
1527,1,7,23,15,-454,31534,655842,504998
1528,1,7,23,16,235,24755,662621,395845
1529,1,7,23,17,2488,27771,659605,441848
1530,1,7,23,18,-1275,27858,659518,447003
1531,1,7,23,19,-866,31831,655545,510162
1532,1,7,23,20,1250,27121,660255,432686
1533,1,7,23,21,-3000,30379,656997,489064
1534,1,7,23,22,-3825,26792,660584,432497
1535,1,7,23,23,-2317,29626,657750,476333
1536,-1,0,1,0,3515,25470,661906,404005
1537,-1,0,1,1,3121,30979,656397,492543
1538,-1,0,1,2,-2442,26008,661368,418570
1539,-1,0,1,3,-1270,31502,655874,505302
1540,-1,0,1,4,-445,25725,661651,412045
1541,-1,0,1,5,-3326,30827,656549,496558
1542,-1,0,1,6,-4496,26834,660542,433840
1543,-1,0,1,7,-1602,31285,656091,502162
1544,-1,0,1,8,-232,26442,660934,423304
1545,-1,0,1,9,708,30141,657235,481548
1546,-1,0,1,10,758,25666,661710,409898
1547,-1,0,1,11,-550,28938,658438,463558
1548,-1,0,1,12,2444,28131,659245,447652
1549,-1,0,1,13,1740,31770,655606,506580
1550,-1,0,1,14,-502,27985,659391,448262
1551,-1,0,1,15,1969,28600,658776,455631
1552,-1,0,1,16,-2332,24935,662441,401292
1553,-1,0,1,17,-1240,32665,654711,523880
1554,-1,0,1,18,-1215,27167,660209,435887
1555,-1,0,1,19,-113,27743,659633,444001
1556,-1,0,1,20,1188,26595,660781,424332
1557,-1,0,1,21,1869,32878,654498,524179
1558,-1,0,1,22,3435,29494,657882,468469
1559,-1,0,1,23,-982,29596,657780,474518
1560,-1,0,5,0,2671,26140,661236,415569
1561,-1,0,5,1,860,31537,655839,503732
1562,-1,0,5,2,-280,27510,659866,440440
1563,-1,0,5,3,1295,29534,657842,471249
1564,-1,0,5,4,-423,25564,661812,409447
1565,-1,0,5,5,2477,31911,655465,508099
1566,-1,0,5,6,-475,28901,658475,462891
1567,-1,0,5,7,2954,30921,656455,491782
1568,-1,0,5,8,2623,26829,660547,426641
1569,-1,0,5,9,3187,31740,655636,504653
1570,-1,0,5,10,-1608,28758,658618,461736
1571,-1,0,5,11,-1618,28222,659154,453170
1572,-1,0,5,12,-699,26312,661064,421691
1573,-1,0,5,13,511,30843,656533,492977
1574,-1,0,5,14,-1834,26146,661230,420170
1575,-1,0,5,15,-57,30204,657172,483321
1576,-1,0,5,16,2164,26173,661203,416604
1577,-1,0,5,17,-5491,31407,655969,508003
1578,-1,0,5,18,1586,26506,660870,422510
1579,-1,0,5,19,-2957,28128,659248,453005
1580,-1,0,5,20,-2198,26280,661096,422678
1581,-1,0,5,21,1328,31822,655554,507824
1582,-1,0,5,22,-1851,25333,662043,407179
1583,-1,0,5,23,-2165,30655,656721,492645
1584,-1,0,7,0,3143,23832,663544,378169
1585,-1,0,7,1,232,30247,657129,483720
1586,-1,0,7,2,-2647,27369,660007,440551
1587,-1,0,7,3,2187,33215,654161,529253
1588,-1,0,7,4,273,24636,662740,393903
1589,-1,0,7,5,-2623,30366,657010,488479
1590,-1,0,7,6,-2139,28033,659343,450667
1591,-1,0,7,7,-409,30282,657094,484921
1592,-1,0,7,8,2471,26023,661353,413897
1593,-1,0,7,9,-597,29136,658240,466773
1594,-1,0,7,10,1160,27392,659984,437112
1595,-1,0,7,11,-96,31839,655537,509520
1596,-1,0,7,12,-1923,28232,659144,453635
1597,-1,0,7,13,3360,30559,656817,485584
1598,-1,0,7,14,-1555,28009,659367,449699
1599,-1,0,7,15,-342,29595,657781,473862
1600,-1,0,7,16,-1337,26284,661092,421881
1601,-1,0,7,17,-2000,29069,658307,467104
1602,-1,0,7,18,1167,27505,659871,438913
1603,-1,0,7,19,-37,30689,656687,491061
1604,-1,0,7,20,-257,25629,661747,410321
1605,-1,0,7,21,2028,31175,656201,496772
1606,-1,0,7,22,1320,27508,659868,438808
1607,-1,0,7,23,-1379,30752,656624,493411
1608,-1,0,11,0,1042,26895,660481,429278
1609,-1,0,11,1,912,28637,658739,457280
1610,-1,0,11,2,198,28420,658956,454522
1611,-1,0,11,3,-1078,32628,654748,523126
1612,-1,0,11,4,-1993,25920,661456,416713
1613,-1,0,11,5,-624,29126,658250,466640
1614,-1,0,11,6,931,27151,660225,433485
1615,-1,0,11,7,5411,31837,655539,503981
1616,-1,0,11,8,4566,26083,661293,412762
1617,-1,0,11,9,7223,31305,656071,493657
1618,-1,0,11,10,973,28315,659061,452067
1619,-1,0,11,11,-1811,30858,656518,495539
1620,-1,0,11,12,224,24599,662777,393360
1621,-1,0,11,13,-2013,31429,655947,504877
1622,-1,0,11,14,-4232,26723,660653,431800
1623,-1,0,11,15,1143,29265,658111,467097
1624,-1,0,11,16,752,25600,661776,408848
1625,-1,0,11,17,-3563,29953,657423,482811
1626,-1,0,11,18,886,29214,658162,466538
1627,-1,0,11,19,-2942,29526,657850,475358
1628,-1,0,11,20,-2221,25539,661837,410845
1629,-1,0,11,21,-1535,30102,657274,483167
1630,-1,0,11,22,-1450,25993,661383,417338
1631,-1,0,11,23,-799,32258,655118,516927
1632,-1,0,13,0,3506,26860,660516,426254
1633,-1,0,13,1,834,32040,655336,511806
1634,-1,0,13,2,873,27187,660189,434119
1635,-1,0,13,3,148,28333,659043,453180
1636,-1,0,13,4,-2954,25454,661922,410218
1637,-1,0,13,5,2,33234,654142,531742
1638,-1,0,13,6,-2584,25475,661901,410184
1639,-1,0,13,7,346,29291,658085,468310
1640,-1,0,13,8,3775,27076,660300,429441
1641,-1,0,13,9,2290,32386,654990,515886
1642,-1,0,13,10,1952,27061,660315,431024
1643,-1,0,13,11,-1367,27814,659562,446391
1644,-1,0,13,12,2453,26741,660635,425403
1645,-1,0,13,13,4027,30709,656667,487317
1646,-1,0,13,14,-3817,26806,660570,432713
1647,-1,0,13,15,551,31769,655607,507753
1648,-1,0,13,16,177,25206,662170,403119
1649,-1,0,13,17,-4568,30258,657118,488696
1650,-1,0,13,18,-3127,28526,658850,459543
1651,-1,0,13,19,-2061,29737,657639,477853
1652,-1,0,13,20,-2819,25961,661415,418195
1653,-1,0,13,21,287,30633,656743,489841
1654,-1,0,13,22,2241,28099,659277,447343
1655,-1,0,13,23,-165,30720,656656,491685
1656,-1,0,17,0,1478,26576,660800,423738
1657,-1,0,17,1,1189,30245,657131,482731
1658,-1,0,17,2,-524,26584,660792,425868
1659,-1,0,17,3,892,28202,659174,450340
1660,-1,0,17,4,1533,26216,661160,417923
1661,-1,0,17,5,-3965,31589,655787,509389
1662,-1,0,17,6,1572,29445,657931,469548
1663,-1,0,17,7,507,29365,658011,469333
1664,-1,0,17,8,-735,24750,662626,396735
1665,-1,0,17,9,449,31811,655565,508527
1666,-1,0,17,10,-1914,26295,661081,422634
1667,-1,0,17,11,-2315,30297,657079,487067
1668,-1,0,17,12,494,25876,661500,413522
1669,-1,0,17,13,182,32135,655241,513978
1670,-1,0,17,14,-1590,27072,660304,434742
1671,-1,0,17,15,346,31536,655840,504230
1672,-1,0,17,16,208,25521,661855,408128
1673,-1,0,17,17,951,31729,655647,506713
1674,-1,0,17,18,-461,25962,661414,415853
1675,-1,0,17,19,-510,29684,657692,475454
1676,-1,0,17,20,1160,28359,659017,452584
1677,-1,0,17,21,4066,31751,655625,503950
1678,-1,0,17,22,-1545,27796,659580,446281
1679,-1,0,17,23,-1468,28580,658796,458748
1680,-1,0,19,0,2865,26015,661361,413375
1681,-1,0,19,1,6256,30409,656967,480288
1682,-1,0,19,2,-2960,29583,657793,476288
1683,-1,0,19,3,-1993,30296,657080,486729
1684,-1,0,19,4,-1631,24567,662809,394703
1685,-1,0,19,5,-2530,29252,658124,470562
1686,-1,0,19,6,-1156,26985,660391,432916
1687,-1,0,19,7,-86,29401,657975,470502
1688,-1,0,19,8,2928,26210,661166,416432
1689,-1,0,19,9,409,29303,658073,468439
1690,-1,0,19,10,4833,27813,659563,440175
1691,-1,0,19,11,-3478,31146,656230,501814
1692,-1,0,19,12,-1645,26049,661327,418429
1693,-1,0,19,13,-2664,30397,656979,489016
1694,-1,0,19,14,-1242,25795,661581,413962
1695,-1,0,19,15,3838,32514,654862,516386
1696,-1,0,19,16,567,26353,661023,421081
1697,-1,0,19,17,-2093,30183,657193,485021
1698,-1,0,19,18,184,28553,658823,456664
1699,-1,0,19,19,-360,31570,655806,505480
1700,-1,0,19,20,-714,25442,661934,407786
1701,-1,0,19,21,1022,31008,656368,495106
1702,-1,0,19,22,-2353,27087,660289,435745
1703,-1,0,19,23,2003,31445,655931,501117
1704,-1,0,23,0,3549,27033,660343,428979
1705,-1,0,23,1,-1001,30509,656867,489145
1706,-1,0,23,2,-4114,26765,660611,432354
1707,-1,0,23,3,-1026,30209,657167,484370
1708,-1,0,23,4,-845,26939,660437,431869
1709,-1,0,23,5,-2615,31629,655747,508679
1710,-1,0,23,6,-1118,28265,659111,453358
1711,-1,0,23,7,-1102,29273,658103,469470
1712,-1,0,23,8,1124,24525,662851,391276
1713,-1,0,23,9,208,30493,656883,487680
1714,-1,0,23,10,859,27401,659975,437557
1715,-1,0,23,11,-491,33444,653932,535595
1716,-1,0,23,12,-2283,24461,662915,393659
1717,-1,0,23,13,-100,29557,657819,473012
1718,-1,0,23,14,80,28378,658998,453968
1719,-1,0,23,15,1091,31684,655692,505853
1720,-1,0,23,16,-396,24581,662795,393692
1721,-1,0,23,17,-1572,27450,659926,440772
1722,-1,0,23,18,2935,28100,659276,446665
1723,-1,0,23,19,3571,32090,655286,509869
1724,-1,0,23,20,1221,27097,660279,432331
1725,-1,0,23,21,5480,30914,656462,489144
1726,-1,0,23,22,-1336,26907,660469,431848
1727,-1,0,23,23,-2119,29672,657704,476871
1728,-1,1,1,0,1591,25323,662053,403577
1729,-1,1,1,1,3255,30974,656402,492329
1730,-1,1,1,2,642,26227,661149,418990
1731,-1,1,1,3,-530,31586,655790,505906
1732,-1,1,1,4,354,25724,661652,411230
1733,-1,1,1,5,-831,31037,656339,497423
1734,-1,1,1,6,-3264,26912,660464,433856
1735,-1,1,1,7,158,31432,655944,502754
1736,-1,1,1,8,939,26510,660866,423221
1737,-1,1,1,9,-1605,29942,657434,480677
1738,-1,1,1,10,1790,25731,661645,409906
1739,-1,1,1,11,-3759,28799,658577,464543
1740,-1,1,1,12,-1019,27882,659494,447131
1741,-1,1,1,13,-4803,31405,655971,507283
1742,-1,1,1,14,467,28086,659290,448909
1743,-1,1,1,15,-229,28275,659101,452629
1744,-1,1,1,16,1777,25205,662171,401503
1745,-1,1,1,17,-1498,32574,654802,522682
1746,-1,1,1,18,2896,27382,659994,435216
1747,-1,1,1,19,-4109,27489,659887,443933
1748,-1,1,1,20,3099,26752,660624,424933
1749,-1,1,1,21,1148,32834,654542,524196
1750,-1,1,1,22,1838,29433,657943,469090
1751,-1,1,1,23,1693,29862,657514,476099
1752,-1,1,5,0,-725,25950,661426,415925
1753,-1,1,5,1,-1344,31381,655995,503440
1754,-1,1,5,2,4044,27729,659647,439620
1755,-1,1,5,3,-157,29229,658147,467821
1756,-1,1,5,4,3860,25832,661544,409452
1757,-1,1,5,5,-182,31724,655652,507766
1758,-1,1,5,6,-849,28840,658536,462289
1759,-1,1,5,7,-2633,30631,656745,492729
1760,-1,1,5,8,906,26777,660599,427526
1761,-1,1,5,9,-4516,31426,655950,507332
1762,-1,1,5,10,1867,29007,658369,462245
1763,-1,1,5,11,3441,28588,658788,453967
1764,-1,1,5,12,1577,26383,660993,420551
1765,-1,1,5,13,2124,30970,656406,493396
1766,-1,1,5,14,1868,26427,660949,420964
1767,-1,1,5,15,-118,30205,657171,483398
1768,-1,1,5,16,2571,26201,661175,416645
1769,-1,1,5,17,627,31811,655565,508349
1770,-1,1,5,18,-2499,26292,661084,423171
1771,-1,1,5,19,-3448,28180,659196,454328
1772,-1,1,5,20,-1448,26253,661123,421496
1773,-1,1,5,21,-1043,31454,655922,504307
1774,-1,1,5,22,-62,25476,661900,407678
1775,-1,1,5,23,-3861,30610,656766,493621
1776,-1,1,7,0,-3705,23411,663965,378281
1777,-1,1,7,1,-2224,30151,657225,484640
1778,-1,1,7,2,-445,27511,659865,440621
1779,-1,1,7,3,3135,33317,654059,529937
1780,-1,1,7,4,1716,24726,662650,393900
1781,-1,1,7,5,1165,30679,656697,489699
1782,-1,1,7,6,2122,28245,659131,449798
1783,-1,1,7,7,2477,30406,656970,484019
1784,-1,1,7,8,981,26047,661329,415771
1785,-1,1,7,9,-2451,28938,658438,465459
1786,-1,1,7,10,261,27390,659986,437979
1787,-1,1,7,11,-2425,31760,655616,510585
1788,-1,1,7,12,399,28332,659044,452913
1789,-1,1,7,13,-2823,30207,657169,486135
1790,-1,1,7,14,3315,28301,659075,449501
1791,-1,1,7,15,-2536,29356,658020,472232
1792,-1,1,7,16,-85,26324,661052,421269
1793,-1,1,7,17,174,29236,658140,467602
1794,-1,1,7,18,1388,27511,659865,438788
1795,-1,1,7,19,-2929,30536,656840,491505
1796,-1,1,7,20,1296,25716,661660,410160
1797,-1,1,7,21,636,31026,656350,495780
1798,-1,1,7,22,3867,27653,659723,438581
1799,-1,1,7,23,-3309,30597,656779,492861
1800,-1,1,11,0,-2523,26716,660660,429979
1801,-1,1,11,1,570,28698,658678,458598
1802,-1,1,11,2,3458,28698,658678,455710
1803,-1,1,11,3,-3829,32346,655030,521365
1804,-1,1,11,4,3347,26295,661081,417373
1805,-1,1,11,5,1949,29291,658085,466707
1806,-1,1,11,6,342,27117,660259,433530
1807,-1,1,11,7,-543,31556,655820,505439
1808,-1,1,11,8,123,25810,661566,412837
1809,-1,1,11,9,-3681,30569,656807,492785
1810,-1,1,11,10,3591,28531,658845,452905
1811,-1,1,11,11,-4882,30624,656752,494866
1812,-1,1,11,12,-1565,24461,662915,392941
1813,-1,1,11,13,-5037,31257,656119,505149
1814,-1,1,11,14,1820,27038,660338,430788
1815,-1,1,11,15,1340,29244,658132,466564
1816,-1,1,11,16,1251,25634,661742,408893
1817,-1,1,11,17,340,30267,657109,483932
1818,-1,1,11,18,1250,29171,658205,465486
1819,-1,1,11,19,-291,29651,657725,474707
1820,-1,1,11,20,-31,25640,661736,410271
1821,-1,1,11,21,336,30155,657221,482144
1822,-1,1,11,22,47,26056,661320,416849
1823,-1,1,11,23,2618,32551,654825,518198
1824,-1,1,13,0,-530,26623,660753,426498
1825,-1,1,13,1,-2341,31979,655397,514005
1826,-1,1,13,2,2049,27298,660078,434719
1827,-1,1,13,3,-922,28133,659243,451050
1828,-1,1,13,4,614,25628,661748,409434
1829,-1,1,13,5,592,33211,654165,530784
1830,-1,1,13,6,-49,25608,661768,409777
1831,-1,1,13,7,-3273,29090,658286,468713
1832,-1,1,13,8,1765,27004,660372,430299
1833,-1,1,13,9,29,32239,655137,515795
1834,-1,1,13,10,1682,27044,660332,431022
