reference_index,maximum_centered_score,tie_count,winning_rule_indices
2709,8714,1,643
2710,8427,1,1455
2711,10735,1,1604
2712,7572,1,519
2713,8262,1,48
2714,8722,1,388
2715,9070,1,402
2716,8683,1,1145
2717,8835,1,746
2718,9030,1,2965
2719,9663,1,951
2720,8311,1,2927
2721,9388,1,58
2722,7759,1,2913
2723,8794,1,3024
2724,7891,1,831
2725,7782,1,983
2726,8632,1,1467
2727,8358,1,2893
2728,9066,1,2224
2729,7791,1,425
2730,8626,1,2664
2731,8278,1,983
2732,8124,1,2652
2733,8690,1,537
2734,7665,1,1733
2735,7578,1,517
2736,9224,1,480
2737,10214,1,2764
2738,9675,1,1345
2739,9594,1,212
2740,8555,1,2828
2741,7235,1,2943
2742,8339,1,1661
2743,9480,1,2377
2744,7879,1,2815
2745,7925,1,1319
2746,8313,1,2638
2747,8348,1,1247
2748,7589,1,2166
2749,7201,1,578
2750,8765,1,1773
2751,10506,1,1539
2752,8386,1,656
2753,7184,1,1981
2754,9104,1,2259
2755,8466,1,1802
2756,10145,1,1631
2757,7955,1,1486
2758,7758,1,794
2759,8243,1,1703
2760,9656,1,534
2761,7597,1,1618
2762,9029,1,2976
2763,8211,1,535
2764,9386,1,181
2765,9935,1,87
2766,8297,1,1789
2767,7639,1,1059
2768,8675,1,790
2769,7999,1,931
2770,8648,1,1553
2771,7996,1,1929
2772,8941,1,2130
2773,9807,1,1809
2774,7551,1,343
2775,8939,1,289
2776,8956,1,2049
2777,8795,1,1065
2778,8174,1,1836
2779,7659,1,3052
2780,8479,1,140
2781,8677,1,2860
2782,7903,1,105
2783,8472,1,2099
2784,8239,1,2458
2785,10162,1,1163
2786,9836,1,25
2787,8060,1,673
2788,7920,1,1672
2789,8921,1,2577
2790,7895,1,144
2791,8984,1,1553
2792,8944,1,485
2793,7598,1,1571
2794,8529,1,2945
2795,9810,1,2080
2796,8993,1,2919
2797,9606,1,999
2798,8650,1,2370
2799,8437,1,811
2800,8322,1,1301
2801,8258,1,991
2802,7495,1,924
2803,7480,1,553
2804,7881,1,2870
2805,8842,1,1449
2806,9235,1,419
2807,9261,1,138
2808,8034,1,1971
2809,9531,1,1743
2810,8361,1,2574
2811,7386,1,2147
2812,8199,1,281
2813,8916,1,2482
2814,9450,1,1559
2815,8444,1,1835
2816,7990,1,2218
2817,9053,1,81
2818,8114,1,2877
2819,8779,1,2821
2820,10222,1,2331
2821,8947,1,1661
2822,10994,1,2287
2823,10324,1,1115
2824,9943,1,1646
2825,9271,1,2623
2826,8060,1,2045
2827,7996,1,2563
2828,10420,1,2187
2829,7897,1,84
2830,8833,1,3043
2831,7891,1,2833
2832,8705,1,1744
2833,9703,1,926
2834,8010,1,2602
2835,8702,1,2186
2836,9112,1,2099
2837,8895,1,2168
2838,9373,1,2194
2839,9343,1,1203
2840,9649,1,3002
2841,9578,1,2073
2842,8581,1,2480
2843,8769,1,518
2844,8520,1,1133
2845,8660,1,278
2846,8584,1,2015
2847,7778,1,315
2848,8456,1,371
2849,8919,1,1600
2850,8194,1,1834
2851,8493,1,681
2852,9179,1,1587
2853,8934,1,447
2854,9765,1,2855
2855,6801,1,401
2856,7898,1,1989
2857,8742,1,853
2858,8851,1,2225
2859,8788,1,849
2860,7130,1,2028
2861,10639,1,2897
2862,9619,1,790
2863,7257,1,1510
2864,8582,1,1526
2865,8724,1,669
2866,7856,1,1829
2867,8754,1,1641
2868,9506,1,677
2869,7405,1,945
2870,7141,1,1327
2871,8372,1,925
2872,10642,1,1637
2873,8375,1,1956
2874,8104,1,972
2875,9597,1,2799
2876,7867,1,1736
2877,9012,1,2187
2878,8772,1,531
2879,8350,1,2417
2880,9158,1,717
2881,8132,1,775
2882,8078,1,886
2883,9213,1,2402
2884,8166,1,2756
2885,8728,1,3015
2886,10020,1,2185
2887,9211,1,289
2888,8968,1,1638
2889,7596,1,1215
2890,7655,1,1617
2891,7812,1,1901
2892,9271,1,1905
2893,8351,1,1653
2894,8715,1,1803
2895,9120,1,549
2896,7834,1,2473
2897,9466,1,1893
2898,8800,1,2491
2899,9628,1,2049
2900,9364,1,866
2901,8824,1,2377
2902,8486,1,1384
2903,9653,1,1027
2904,7777,1,2576
2905,8123,1,777
2906,9047,1,1103
2907,8771,1,1535
2908,8733,1,1652
2909,9019,1,349
2910,7942,1,2503
2911,10825,1,149
2912,8687,1,2161
2913,11027,1,845
2914,9490,1,2629
2915,9361,1,1165
2916,8847,1,2159
2917,7991,1,2447
2918,7905,1,1935
2919,7575,1,869
2920,8565,1,1566
2921,8372,1,776
2922,8409,1,418
2923,8023,1,1905
2924,11493,1,2976
2925,9445,1,2601
2926,8393,1,605
2927,11074,1,2387
2928,8424,1,2151
2929,7839,1,2305
2930,9309,1,922
2931,8726,1,2635
2932,8565,1,303
2933,7752,1,2686
2934,8933,1,1237
2935,9238,1,2741
2936,7013,1,2497
2937,8634,1,1671
2938,7051,1,1138
2939,10017,1,2861
2940,8122,1,2082
2941,7510,1,733
2942,8831,1,1339
2943,8877,1,2051
2944,9242,1,1567
2945,8473,1,2577
2946,8498,1,613
2947,7591,1,828
2948,9105,1,1654
2949,8941,1,1112
2950,8974,1,1148
2951,7882,1,1473
2952,9280,1,1981
2953,9915,1,2727
2954,7469,1,2251
2955,9638,1,2129
2956,9324,1,725
2957,7556,1,2997
2958,8014,1,2761
2959,7441,1,625
2960,7669,1,1667
2961,8959,1,1758
2962,7729,1,2873
2963,8015,1,648
2964,8790,1,1384
2965,9729,1,359
2966,8706,1,502
2967,8394,1,1559
2968,8850,1,576
2969,8434,1,991
2970,9009,1,2213
2971,9073,1,125
2972,10179,1,264
2973,8534,1,1610
2974,8628,1,2752
2975,8877,1,2555
2976,7747,1,1888
2977,8562,1,2343
2978,10343,1,169
2979,7711,1,2738
2980,9200,1,2133
2981,9346,1,1675
2982,8554,1,131
2983,8402,1,395
2984,8826,1,2400
2985,9589,1,2490
2986,7583,1,1339
2987,8263,1,1646
2988,9148,1,2203
2989,8065,1,2879
2990,8703,1,3068
2991,9736,1,1161
2992,8354,1,2258
2993,7921,1,2313
2994,8203,1,762
2995,8075,1,1345
2996,9403,1,1775
2997,9926,1,1526
2998,9005,1,213
2999,10364,1,1749
3000,9236,1,868
3001,8665,1,763
3002,8214,1,2087
3003,9354,1,1473
3004,9489,1,2282
3005,7565,1,687
3006,10965,1,2527
3007,7613,1,2743
3008,7773,1,2257
3009,9122,1,2629
3010,9082,1,2851
3011,9373,1,2663
3012,7323,1,2373
3013,8990,1,2331
3014,8994,1,656
3015,9349,1,145
3016,8774,1,1928
3017,8404,1,199
3018,8553,1,2310
3019,10019,1,1615
3020,7562,1,1547
3021,10193,1,59
3022,7961,1,2143
3023,8801,1,2808
3024,7581,1,2859
3025,7404,1,1365
3026,7936,1,3003
3027,8275,1,2747
3028,8315,1,1278
3029,9385,1,2169
3030,8340,1,1916
3031,8212,1,1284
3032,8213,1,2321
3033,8617,1,2319
3034,8203,1,1803
3035,8224,1,1034
3036,7984,1,985
3037,8830,1,1836
3038,9118,1,627
3039,8602,1,2819
3040,7719,1,847
3041,8320,1,1162
3042,8137,1,1999
3043,7886,1,1962
3044,7452,1,1489
3045,8632,1,468
3046,7729,1,2217
3047,8626,1,2261
3048,9324,1,2049
3049,9376,1,2349
3050,8743,1,949
3051,8513,1,2127
3052,9601,1,2669
3053,8173,1,429
3054,7727,1,57
3055,8028,1,721
3056,8359,1,1897
3057,7178,1,2755
3058,7281,1,676
3059,8283,1,809
3060,7934,1,1731
3061,8597,1,233
3062,9062,1,1666
3063,8573,1,124
3064,8944,1,549
3065,8800,1,685
3066,8973,1,213
3067,8885,1,1582
3068,8027,1,2891
3069,7933,1,2130
3070,9809,1,1165
3071,9848,1,3026
3072,8389,1,2516
3073,7951,1,2265
3074,8807,1,2460
3075,8978,1,2877
3076,8597,1,811
3077,8655,1,3031
3078,8192,1,2987
3079,9047,1,2944
3080,8089,1,771
3081,8235,1,1975
3082,8681,1,1727
3083,9606,1,733
3084,7825,1,190
3085,8124,1,2952
3086,9013,1,2479
3087,9785,1,709
3088,9594,1,2375
3089,10518,1,2853
3090,8504,1,2099
3091,8969,2,23;2637
3092,8529,1,2669
3093,7850,1,127
3094,8544,1,1328
3095,8611,1,1697
3096,8072,1,2676
3097,7302,1,2442
3098,7655,1,654
3099,7597,1,213
3100,7608,1,1570
3101,8090,1,2724
3102,8013,1,935
3103,8837,1,1715
3104,9858,1,2419
3105,8357,2,159;2855
3106,7606,1,523
3107,7700,1,2017
3108,8345,1,2881
3109,9657,1,2942
3110,8417,1,782
3111,9564,1,2307
3112,9391,1,1052
3113,7934,1,139
3114,8771,1,235
3115,8413,1,1472
3116,7953,1,908
3117,7997,1,935
3118,8148,1,878
3119,7649,1,1165
3120,8383,1,2966
3121,8490,1,131
3122,10256,1,1373
3123,7718,1,2181
3124,11430,1,2499
3125,7174,1,178
3126,7928,1,1265
3127,9679,1,1869
3128,8813,1,1959
3129,7961,1,3022
3130,9917,1,2555
3131,7855,1,838
3132,7840,1,2374
3133,8861,1,1913
3134,8173,1,2220
3135,7479,1,1575
3136,7785,1,457
3137,8583,1,869
3138,7903,1,1219
3139,9384,1,1018
3140,9162,1,1567
3141,9268,1,895
3142,7888,1,456
3143,8202,1,1687
3144,10032,1,2047
3145,8379,1,1210
3146,8486,1,598
3147,7935,1,3057
3148,9165,1,1038
3149,8797,1,2632
3150,11118,1,633
3151,9272,1,214
3152,8727,1,185
3153,9484,1,1183
3154,8158,1,1531
3155,9121,1,1202
3156,7658,1,2642
3157,10086,1,1546
3158,8659,1,1813
3159,8381,1,259
3160,8896,1,404
3161,8737,1,3058
3162,9058,1,315
3163,9353,1,2870
3164,8435,1,2905
3165,10543,1,1233
3166,7335,1,2623
3167,8165,1,655
3168,7584,1,703
3169,8577,1,483
3170,8934,1,2682
3171,7673,1,2615
3172,7772,1,1765
3173,7952,1,485
3174,7924,1,423
3175,8919,1,1729
3176,8350,1,41
3177,8434,1,1941
3178,8585,1,1650
3179,9211,1,1808
3180,10952,1,993
3181,8398,1,2496
3182,9328,1,416
3183,7784,1,6
3184,8495,1,2850
3185,8188,1,1247
3186,8876,1,2049
3187,9010,1,1367
3188,9116,1,980
3189,8014,1,1695
3190,7630,1,2934
3191,9619,1,845
3192,8561,1,1173
3193,8670,1,2761
3194,8151,1,2293
3195,8161,1,1311
3196,7891,1,572
3197,8447,1,693
3198,9822,1,2641
3199,8572,1,839
3200,8482,1,1987
3201,7418,1,2489
3202,8199,1,1854
3203,9574,1,755
3204,8406,1,1546
3205,8966,1,319
3206,8085,1,3067
3207,9346,1,2287
3208,7543,1,1854
3209,9157,1,2184
3210,8015,1,951
3211,7959,1,801
3212,8554,1,1122
3213,8317,1,494
3214,8514,1,2438
3215,7976,1,3026
3216,8480,1,615
3217,9675,1,1278
3218,7194,1,766
3219,10121,1,1837
3220,8863,1,807
3221,7964,1,2413
3222,8831,1,2797
3223,10364,1,2025
3224,9983,1,2966
3225,7034,1,2631
3226,8841,1,1837
3227,7786,1,1437
3228,9594,1,2565
3229,8333,1,1005
3230,8542,1,1078
3231,8863,1,2633
3232,7535,1,2278
3233,10419,1,2947
3234,8306,1,1802
3235,7821,1,2436
3236,9258,1,953
3237,9165,1,391
3238,7510,1,2829
3239,9348,1,1428
3240,8723,1,2867
3241,7727,1,2363
3242,7604,1,2700
3243,8186,1,2454
3244,8019,1,2093
3245,7651,1,53
3246,9481,1,1789
3247,8361,1,2572
3248,7586,1,170
3249,9304,1,183
3250,8135,1,924
3251,8312,1,1477
3252,8224,1,1609
3253,7446,1,1279
3254,9647,1,3059
3255,7129,1,365
3256,8624,1,2866
3257,9046,1,2269
3258,7552,1,97
3259,8320,1,452
3260,8417,1,11
3261,8992,1,2459
3262,10056,1,2061
3263,8713,1,1514
3264,9173,1,2497
3265,7863,1,533
3266,8052,1,2435
3267,9789,1,2051
3268,8750,1,1113
3269,7717,1,1572
3270,8009,1,2518
3271,8799,1,2633
3272,8455,1,947
3273,9733,1,1482
3274,7459,1,563
3275,8288,1,2055
3276,8875,1,1803
3277,8952,1,1693
3278,8615,1,864
3279,9339,1,2781
3280,8738,1,35
3281,7959,1,921
3282,10978,1,47
3283,8165,1,2773
3284,8274,1,2793
3285,7639,1,2200
3286,8721,1,3043
3287,8122,1,1123
3288,9055,1,1506
3289,8608,1,916
3290,8685,1,1785
3291,8555,1,3009
3292,9235,1,919
3293,10376,1,1772
3294,8856,1,438
3295,8152,1,2649
3296,9613,1,2799
3297,8173,1,1150
3298,9168,1,985
3299,7275,1,1104
3300,8884,1,929
3301,7819,1,1870
3302,7432,1,1265
3303,8969,1,2518
3304,8857,1,2310
3305,9514,1,1473
3306,9100,1,899
3307,9843,1,9
3308,7236,1,2826
3309,8185,1,2001
3310,9281,1,1173
3311,8056,1,1965
3312,8543,1,2831
3313,8656,1,79
3314,9258,1,2466
3315,8784,1,1861
3316,10016,1,43
3317,8554,1,2961
3318,8801,1,1589
3319,8856,1,658
3320,9514,1,1857
3321,8165,1,303
3322,8239,1,1067
3323,7833,1,952
3324,7880,1,193
3325,7814,1,166
3326,9136,1,1609
3327,8499,1,1961
3328,7914,1,1580
3329,8875,1,2470
3330,8703,1,2449
3331,8215,1,2415
3332,7755,1,1404
3333,7161,1,1995
3334,9097,1,2379
3335,8534,1,1285
3336,7999,1,1534
3337,8618,1,1902
3338,9380,1,1460
3339,9628,1,2916
3340,9400,1,860
3341,8870,1,2551
3342,7516,1,222
3343,7995,1,486
3344,8712,1,260
3345,8854,1,1303
3346,8088,1,1265
3347,8609,1,688
3348,8895,1,1193
3349,9013,1,978
3350,8024,1,552
3351,8235,1,67
3352,7296,1,416
3353,9090,1,2629
3354,8487,1,2842
3355,9106,1,2354
3356,8718,1,505
3357,8943,1,1334
3358,9351,1,1277
3359,7635,1,2718
3360,8850,1,750
3361,7205,1,933
3362,8834,1,318
3363,8098,1,1447
3364,7351,1,1617
3365,9506,1,2629
3366,8460,1,1438
3367,8084,1,2197
3368,8193,1,1992
3369,8399,1,1506
3370,8694,1,2453
3371,7819,1,2242
3372,8978,1,60
3373,8581,1,2785
3374,9799,1,1787
3375,7633,1,2446
3376,8720,1,160
3377,8716,1,1749
3378,8728,1,85
3379,6980,1,1556
3380,8464,1,511
3381,8356,1,669
3382,7907,1,1257
3383,8457,1,1089
3384,7099,1,1278
3385,10817,1,1970
3386,8598,1,1419
3387,8936,1,2015
3388,9256,1,201
3389,8571,1,1950
3390,11051,1,2915
3391,8534,1,2181
3392,8679,1,2938
3393,9299,1,1697
3394,8825,1,957
3395,9964,1,980
3396,7766,1,699
3397,8575,1,536
3398,7805,1,1773
3399,9650,1,2387
3400,7408,1,615
3401,9242,1,2758
3402,10450,1,2614
3403,8265,1,2787
3404,8890,1,172
3405,9352,1,2676
3406,8502,1,3063
3407,10504,1,618
3408,7989,1,2113
3409,8858,1,2289
3410,8340,1,2700
3411,7861,1,2603
3412,8776,1,789
3413,8928,1,955
3414,10027,1,2543
3415,8407,1,75
3416,8509,1,1619
3417,9022,1,602
3418,8162,1,2287
3419,9456,1,712
3420,9690,1,539
3421,9072,1,1642
3422,7766,1,983
3423,8448,1,416
3424,8169,1,695
3425,8190,1,1571
3426,8073,1,2249
3427,9154,1,2089
3428,9576,1,1271
3429,9663,1,951
3430,8267,1,72
3431,9457,1,125
3432,8603,1,2356
3433,7886,1,664
3434,8423,1,926
3435,9783,1,2193
3436,8423,1,947
3437,7936,1,2374
3438,7679,1,1788
3439,9258,1,1539
3440,10765,1,391
3441,8142,1,258
3442,10374,1,521
3443,8262,1,1084
3444,7836,1,554
3445,8355,1,1117
3446,8586,1,2362
3447,8651,1,959
3448,9745,1,2894
3449,8122,1,10
3450,7910,1,2741
3451,9221,1,63
3452,10307,1,1993
3453,9226,1,2300
3454,11254,1,27
3455,8830,1,759
3456,7834,1,2370
3457,8388,1,2002
3458,9209,1,337
3459,8502,1,338
3460,9066,1,77
3461,8763,1,393
3462,7916,1,3049
3463,7905,1,252
3464,7496,1,2099
3465,7710,1,120
3466,9571,1,3005
3467,8590,1,1934
3468,9627,1,2373
3469,8492,1,3049
3470,10195,1,2657
3471,8423,1,1445
3472,9340,1,25
3473,9238,1,1419
3474,8464,1,2912
3475,7498,1,960
3476,8425,1,1709
3477,10766,1,633
3478,9130,1,1238
3479,8278,1,3027
3480,10504,1,860
3481,8671,1,2265
3482,9110,1,3027
3483,8110,1,2496
3484,10608,1,1045
3485,7403,1,2207
3486,9636,1,895
3487,9835,1,2781
3488,9499,1,1603
3489,8098,1,47
3490,9345,1,2515
3491,8602,1,1580
3492,8291,1,883
3493,8750,1,2858
3494,8323,1,1494
3495,9310,1,1314
3496,10799,1,1809
3497,8953,1,2452
3498,8552,1,971
3499,9230,1,1701
3500,9863,1,924
3501,7811,1,482
3502,8143,1,1918
3503,8478,1,1148
3504,9222,1,2924
3505,9042,1,170
3506,9234,1,1941
3507,8493,1,1840
3508,8675,1,9
3509,7516,1,2468
3510,8826,1,2961
3511,6970,1,2993
3512,7845,1,2235
3513,9650,1,329
3514,8886,1,521
3515,8393,1,23
3516,7783,1,974
3517,9638,1,1427
3518,9069,1,213
3519,9780,1,2239
3520,8173,1,1833
3521,8913,1,33
3522,7791,1,2159
3523,8431,1,219
3524,7617,1,471
3525,7889,1,1629
3526,8991,1,1180
3527,8413,1,81
3528,7738,1,1238
3529,7985,1,1106
3530,9921,1,2192
3531,9538,1,2650
3532,7970,1,651
3533,9425,1,2371
3534,8680,1,700
3535,8175,1,745
3536,8226,1,1532
3537,7652,1,776
3538,9739,1,2196
3539,10416,1,435
3540,9278,1,189
3541,9099,1,1424
3542,8161,1,2564
3543,6994,1,1407
3544,8013,1,2194
3545,8504,1,966
3546,8814,1,402
3547,7921,1,1070
3548,7895,1,1647
3549,8322,1,565
3550,8473,1,99
3551,9160,1,2493
3552,7999,1,1190
3553,8405,1,2146
3554,8049,1,3043
3555,8960,1,1313
3556,9194,1,3024
3557,9876,1,495
3558,8784,1,485
3559,9545,1,763
3560,7632,1,1313
3561,8602,1,2422
3562,8340,1,1838
3563,9083,1,1603
3564,8429,1,2360
3565,8715,1,1469
3566,8729,1,290
3567,7254,1,1522
3568,7949,1,259
3569,9067,1,215
3570,8283,1,3025
3571,9345,1,481
3572,10110,1,794
3573,8468,1,3042
3574,7720,1,2202
3575,8878,1,627
3576,9946,1,2851
3577,8200,1,3056
3578,8714,1,1843
3579,8366,1,2417
3580,7939,1,1993
3581,7612,1,673
3582,8597,1,1029
3583,8596,1,1063
3584,10073,1,2763
3585,8059,1,1057
3586,9364,1,1662
3587,7741,1,152
3588,8957,1,734
3589,9085,1,1619
3590,7725,1,2130
3591,8319,1,951
3592,8260,1,2752
3593,8469,1,2882
3594,9860,1,232
3595,7934,1,1039
3596,10860,1,113
3597,10867,1,1661
3598,11125,1,978
3599,7972,1,2774
3600,8214,1,7
3601,9147,1,2821
3602,9126,1,2940
3603,7788,1,2513
3604,11032,1,74
3605,8038,1,1459
3606,9072,1,1681
3607,10265,1,2471
3608,9443,1,264
3609,8942,1,2641
3610,8065,1,125
3611,8308,1,841
3612,9132,1,834
3613,9329,1,1151
3614,9053,1,2016
3615,8810,1,2422
3616,7918,1,505
3617,8555,1,1441
3618,12548,1,2827
3619,7432,1,480
3620,8777,1,2969
3621,8819,1,348
3622,7348,1,2512
3623,9905,1,2645
3624,9384,1,37
3625,8582,1,2586
3626,7884,1,2563
3627,8725,1,1582
3628,7863,1,1184
3629,8862,1,1465
3630,9620,1,2697
3631,9153,1,441
3632,9830,1,1963
3633,8012,1,104
3634,8300,1,1363
3635,8068,1,2239
3636,8630,1,717
3637,8466,1,914
3638,9093,1,3017
3639,8630,1,1231
3640,8375,1,2644
3641,8090,1,2323
3642,8401,1,979
3643,8864,1,416
3644,8441,1,2310
3645,7647,1,133
3646,8447,1,2713
3647,8051,1,3005
3648,7811,1,348
3649,7160,1,1698
3650,9723,1,1139
3651,7551,1,1809
3652,9368,1,2649
3653,8865,1,1173
3654,7904,1,1601
3655,8534,1,1522
3656,8279,1,487
3657,9375,1,1425
3658,8458,1,397
3659,7602,1,2253
3660,8322,1,2343
3661,9133,1,2051
3662,7619,1,802
3663,10039,1,926
3664,7184,1,2330
3665,9873,1,1919
3666,8888,1,2155
3667,9426,1,2448
3668,9087,1,96
3669,8263,1,2293
3670,8270,1,2934
3671,7320,1,993
3672,7634,1,1149
3673,9302,1,1285
3674,8580,1,2535
3675,9186,1,656
3676,7658,1,2565
3677,8566,1,7
3678,10124,1,1274
3679,9978,1,2961
3680,8071,1,675
3681,10102,1,621
3682,7552,1,1734
3683,8855,1,1728
3684,10710,1,1827
3685,8780,1,1331
3686,8970,1,1004
3687,10280,1,274
3688,10930,1,991
3689,8442,1,1329
3690,9760,1,549
3691,8109,1,568
3692,9351,1,1729
3693,8793,1,89
3694,8988,1,2045
3695,9489,1,3043
3696,8168,1,1518
3697,8514,1,677
3698,8158,1,171
3699,9286,1,999
3700,9077,1,736
3701,8072,1,1295
3702,8375,1,254
3703,8332,1,250
3704,7982,1,1750
3705,9151,1,219
3706,7739,1,2727
3707,10349,1,175
3708,8680,1,246
3709,8282,1,1767
3710,8169,1,927
3711,7746,1,60
3712,7248,1,663
3713,8312,1,101
3714,8241,1,2645
3715,9937,1,897
3716,8540,1,1111
3717,9403,1,1263
3718,8424,1,468
3719,7757,1,922
3720,9282,1,2423
3721,8265,1,2198
3722,9298,1,2287
3723,9083,1,287
3724,7428,1,1780
3725,8896,1,387
3726,8660,1,302
3727,8859,1,1762
3728,8686,1,2417
3729,8037,1,1370
3730,8027,1,1043
3731,7944,1,407
3732,9047,1,2389
3733,8147,1,1661
3734,9330,1,2258
3735,7920,1,703
3736,8012,1,1287
3737,9090,1,395
3738,8452,1,2244
3739,8632,1,371
3740,7250,1,46
3741,8882,1,2629
3742,7910,1,853
3743,7507,1,2589
3744,8345,1,2452
3745,7531,1,1304
3746,9668,1,2017
3747,9458,1,2387
3748,7662,1,2186
3749,7987,1,901
3750,12156,1,1761
3751,7785,1,1135
3752,9318,1,1546
3753,7977,1,2830
3754,8656,1,2374
3755,7738,1,1539
3756,7179,1,1528
3757,8521,1,2969
3758,8520,1,2103
3759,9303,1,575
3760,8786,1,2514
3761,9763,1,1661
3762,7600,1,51
3763,8239,1,1937
3764,8758,1,2268
3765,8099,1,2241
3766,8549,1,2784
3767,8759,1,2579
3768,9393,1,1919
3769,8311,1,1497
3770,7746,1,329
3771,8556,1,1749
3772,8012,1,557
3773,8040,1,618
3774,7701,1,2976
3775,11346,1,1627
3776,8149,1,108
3777,7877,1,2113
3778,8561,1,1165
3779,7151,1,2831
3780,8821,1,2785
3781,10042,1,1329
3782,8912,1,451
3783,8901,1,811
3784,7694,1,120
3785,9747,1,421
3786,8405,1,1099
3787,9749,1,1315
3788,10068,1,2697
3789,10058,1,1539
3790,8302,1,2186
3791,9494,1,2181
3792,7436,1,839
3793,9443,1,229
3794,8017,1,125
3795,7533,1,1619
3796,7783,1,1647
3797,8702,1,1014
3798,9854,1,1033
3799,9507,1,1816
3800,8776,1,101
3801,7491,1,572
3802,8438,1,1256
3803,9199,1,1134
3804,8007,1,1291
3805,9053,1,42
3806,8386,1,466
3807,9410,1,1941
3808,9499,1,939
3809,7846,1,2316
3810,10503,1,487
3811,8031,1,810
3812,7967,1,951
3813,7807,1,219
3814,7837,1,2663
3815,8982,1,1384
3816,7282,1,2188
3817,9066,1,1004
3818,9380,1,3039
3819,8644,1,2185
3820,8561,1,1935
3821,7322,1,2008
3822,8407,1,2834
3823,8804,1,2827
3824,10999,1,1059
3825,9494,1,1827
3826,7848,1,2805
3827,7333,1,1098
3828,8051,1,2691
3829,8716,1,2378
3830,8498,1,917
3831,9721,1,2901
3832,8075,1,2242
3833,9009,1,897
3834,7160,1,85
3835,9259,1,295
3836,9329,1,1158
3837,8758,1,2503
3838,8439,1,2039
3839,8723,1,1241
3840,8477,1,2627
3841,9086,1,2979
3842,9503,1,2305
3843,9676,1,725
3844,8736,1,2994
3845,9483,1,2781
3846,8588,1,1409
3847,8621,1,1461
3848,10151,1,1291
3849,8255,1,536
3850,9483,1,1139
3851,8480,1,176
3852,8709,1,2785
3853,9578,1,2289
3854,9580,1,406
3855,7499,1,1803
3856,9388,1,1489
3857,7217,1,612
3858,9143,1,2437
3859,8547,1,2211
3860,8496,1,2397
3861,9118,1,627
3862,8316,1,1326
3863,10177,1,1631
3864,10174,1,505
3865,8366,1,1014
3866,8251,1,1217
3867,10101,1,2146
3868,9133,1,90
3869,9062,1,1909
3870,8327,1,336
3871,8132,1,1635
3872,8736,1,1091
3873,9457,1,3069
3874,7202,1,861
3875,8042,1,1306
3876,7966,1,1990
3877,8431,1,1052
3878,8528,1,2018
3879,9362,1,2290
3880,7579,1,2481
3881,10321,1,515
3882,9357,1,764
3883,8597,1,1319
3884,9175,1,1422
3885,8181,1,2483
3886,8241,1,441
3887,8963,1,1275
3888,10365,1,2257
3889,7208,1,989
3890,8957,1,2432
3891,9625,1,1081
3892,8418,1,1859
3893,10805,1,1332
3894,7665,1,102
3895,11186,1,2419
3896,9331,1,1483
3897,8153,1,956
3898,8103,1,1907
3899,7894,1,2503
3900,8769,1,1311
3901,8821,1,2321
3902,9870,1,542
3903,8566,1,2835
3904,8493,1,1833
3905,10391,1,801
3906,7476,1,929
3907,9095,1,1249
3908,8536,1,193
3909,8357,1,2720
3910,9354,1,115
3911,8003,1,53
3912,7427,1,1272
3913,8819,1,2814
3914,8348,1,104
3915,8600,1,193
3916,8416,1,97
3917,8306,1,2343
3918,8898,1,315
3919,8093,1,1146
3920,9839,1,1809
3921,8211,1,1087
3922,8322,1,2280
3923,8407,1,2624
3924,8516,1,21
3925,7595,1,1558
3926,8139,1,1851
3927,7755,1,3000
3928,7996,1,785
3929,9523,1,965
3930,7358,1,3053
3931,7724,1,674
3932,9152,1,985
3933,10909,1,1751
3934,8801,1,401
3935,9164,1,226
3936,8524,1,673
3937,7667,1,887
3938,8644,1,629
3939,7984,1,511
3940,7825,1,2951
3941,7677,1,2431
3942,8403,1,1087
3943,8918,1,27
3944,8772,1,854
3945,9768,1,3056
3946,9856,1,51
3947,8274,1,2037
3948,10507,1,2781
3949,8241,1,266
3950,9716,1,2989
3951,9584,1,2100
3952,8447,1,2348
3953,8423,1,864
3954,7476,1,1338
3955,9517,1,1833
3956,9136,1,2145
3957,7637,1,1110
3958,8839,1,2165
3959,9262,1,2990
3960,8496,1,1753
3961,8764,1,1247
3962,8914,1,2287
3963,7956,1,2512
3964,9283,1,243
3965,7630,1,139
3966,8291,1,2762
3967,9146,1,1539
3968,7731,1,2549
3969,8584,1,825
3970,7509,1,220
3971,8440,1,2006
3972,8850,1,1301
3973,9897,1,365
3974,8025,1,2667
3975,9163,1,1433
3976,8044,1,1326
3977,7863,1,2696
3978,7555,1,2462
3979,8353,1,248
3980,8231,1,1952
3981,7928,1,2015
3982,10058,1,1539
3983,9576,1,1544
3984,7984,1,2538
3985,7390,1,323
3986,9073,1,1739
3987,9239,1,2389
3988,9712,1,2145
3989,9041,1,2116
3990,8276,1,2541
3991,9102,1,2117
3992,7787,1,1603
3993,8087,1,45
3994,9876,1,2187
3995,9150,1,2620
3996,7679,1,2456
3997,8984,1,193
3998,8320,1,1034
3999,7910,1,595
4000,8674,1,307
4001,7732,1,1382
4002,8027,1,2450
4003,7864,1,977
4004,8089,1,514
4005,8218,1,77
4006,8271,1,3068
4007,10872,1,1932
4008,9532,1,2513
4009,8009,1,2667
4010,9318,1,773
4011,7709,1,163
4012,8410,1,2925
4013,8611,1,2947
4014,8112,1,387
4015,7881,1,2787
4016,8674,1,2035
4017,8680,1,1251
4018,8183,1,1077
